股票代码,股票名称,变动日期,变动人,变动股数,成交均价,变动后持股数,与董监高关系,董监高职务
SH603018,华设集团,2025-10-15,汤蓉,10000,7.7,88854.0,本人,监事
SH601311,骆驼股份,2025-10-15,刘科,-166700,11.04,26600000.0,本人,高级管理人员
SZ003008,开普检测,2025-10-14,宋霞,-9400,21.6,973200.0,本人,高管
SZ002992,宝明科技,2025-10-14,丁雪莲,-1500,56.0,594400.0,本人,监事
SZ002960,青鸟消防,2025-10-14,王国强,-50000,12.45,900000.0,本人,监事
SZ002860,星帅尔,2025-10-14,陆游,-60000,13.62,115800.0,本人,高管
SZ002860,星帅尔,2025-10-14,张勇,-200000,13.61,500400.0,本人,董事、高管
SZ002860,星帅尔,2025-10-14,孙海,-40000,13.62,197700.0,本人,高管
SZ002792,通宇通讯,2025-10-14,SHI GUIQING,-61000,18.63,113551300.0,本人,董事、高管
SZ002471,中超控股,2025-10-14,李川冰,-20000,5.31,630000.0,本人,高管
SZ002397,梦洁股份,2025-10-14,李军,-40000,3.65,23479600.0,本人,董秘、董事
SZ002184,海得控制,2025-10-14,郭孟榕,-660000,13.73,62279100.0,本人,董事、高管
SZ002167,东方锆业,2025-10-14,冯立明,-50000,15.06,5150000.0,本人,董事、高管
SZ002097,山河智能,2025-10-14,朱建新,-40000,13.14,1550000.0,本人,高管
SZ002040,南京港,2025-10-14,干亚平,-20000,12.38,67200.0,本人,董秘、高管
SZ001360,南矿集团,2025-10-14,龚友良,-140000,16.6,27035500.0,本人,董事、高管
SZ001360,南矿集团,2025-10-14,刘敏,-5000,16.83,8053200.0,本人,董事、高管
SZ001316,润贝航科,2025-10-14,徐烁华,-20000,33.32,2569900.0,本人,董秘、高管
SZ000048,京基智农,2025-10-14,顾彬,-10000,17.0,150000.0,本人,高管
SH605598,上海港湾,2025-10-14,王懿倩,-31500,31.23,262500.0,本人,高级管理人员
SH605598,上海港湾,2025-10-14,刘瑜,-29000,31.3,88388.0,本人,董事
SH605598,上海港湾,2025-10-14,兰瑞学,-30000,31.0,607000.0,本人,董事、高级管理人员
SH605338,巴比食品,2025-10-14,苏爽,10000,24.85,102500.0,本人,高级管理人员
SH605298,必得科技,2025-10-14,何明,-87500,41.0,292500.0,本人,董事、高级管理人员
SH603967,中创物流,2025-10-14,楚旭日,-140000,11.8,1084000.0,本人,高级管理人员
SH603766,隆鑫通用,2025-10-14,王建超,-50000,13.56,308750.0,本人,董事
SH603609,禾丰股份,2025-10-14,邵彩梅,-755000,8.01,48560678.0,本人,董事
SH603568,伟明环保,2025-10-14,朱善玉,-1200000,19.05,47486983.0,本人,董事
SH603529,爱玛科技,2025-10-14,李琰,60000,19.38,60000.0,本人,董事
SH603516,淳中科技,2025-10-14,王志涛,-1000,167.01,167945.0,本人,董事
SH603516,淳中科技,2025-10-14,何仕达,-100000,169.29,45888820.0,本人,董事
SH603516,淳中科技,2025-10-14,付国义,-100,164.33,330000.0,本人,董事
SH603511,爱慕股份,2025-10-14,何林渠,900,15.27,82800.0,,
SH603300,海南华铁,2025-10-14,胡丹锋,6380000,7.76,183298028.0,本人,董事、高级管理人员
SH603179,新泉股份,2025-10-14,唐志华,-180000,77.63,48954460.0,本人,董事
SH601311,骆驼股份,2025-10-14,刘科,-43300,10.85,26766700.0,本人,高级管理人员
SH600496,精工钢构,2025-10-14,李栋,16400,3.84,16400.0,本人,高级管理人员
SZ002992,宝明科技,2025-10-13,丁雪莲,-4000,55.33,595900.0,本人,监事
SZ002902,铭普光磁,2025-10-13,陈聪,-6000,23.0,,本人,高管
SZ002902,铭普光磁,2025-10-13,杨先勇,-7400,23.03,100.0,本人,董事
SZ002860,星帅尔,2025-10-13,孙建,-130000,13.02,280800.0,本人,高管
SZ002645,华宏科技,2025-10-13,周世杰,-409700,17.27,43317100.0,本人,董事、高管
SZ002312,川发龙蟒,2025-10-13,吕娴,-23700,10.7,131200.0,本人,高管
SZ002312,川发龙蟒,2025-10-13,何丰,-50000,11.0,600000.0,本人,高管
SZ002184,海得控制,2025-10-13,郭孟榕,-150000,13.73,62939100.0,本人,董事、高管
SZ001368,通达创智,2025-10-13,张靖国,-5000,24.25,602000.0,本人,高管
SZ001360,南矿集团,2025-10-13,龚友良,-60000,16.44,27175500.0,本人,董事、高管
SZ001360,南矿集团,2025-10-13,刘敏,-55000,16.43,8058200.0,本人,董事、高管
SZ001316,润贝航科,2025-10-13,徐烁华,-82200,33.23,2589900.0,本人,董秘、高管
SZ000567,海德股份,2025-10-13,王磊,4300,6.55,73800.0,本人,董秘、高管
SH603609,禾丰股份,2025-10-13,邵彩梅,-458200,8.02,49315678.0,本人,董事
SH603590,康辰药业,2025-10-13,刘建华,-310000,45.52,49517760.0,本人,董事
SH603516,淳中科技,2025-10-13,程锐,-100,177.09,21300.0,本人,高级管理人员
SH603516,淳中科技,2025-10-13,王志涛,-5900,162.34,168945.0,本人,董事
SH603516,淳中科技,2025-10-13,张峻峰,-250000,168.48,16770120.0,本人,董事
SH603516,淳中科技,2025-10-13,何仕达,-521700,170.02,45988820.0,本人,董事
SH603516,淳中科技,2025-10-13,付国义,-9900,170.82,330100.0,本人,董事
SH603511,爱慕股份,2025-10-13,何林渠,300,,81900.0,,
SH603038,华立股份,2025-10-13,谢志昆,-306900,16.29,10000020.0,本人,高级管理人员
SH601611,中国核建,2025-10-13,高金柱,-33400,11.11,100400.0,,
SH601311,骆驼股份,2025-10-13,刘科,-194067,10.66,26810000.0,本人,高级管理人员
SH601187,厦门银行,2025-10-13,庄海波,9800,6.3,54500.0,本人,高级管理人员
SH601187,厦门银行,2025-10-13,庄海波,9800,6.26,64300.0,本人,高级管理人员
SZ003026,中晶科技,2025-10-10,徐一俊,-89100,37.03,30572200.0,本人,董事、高管
SZ003008,开普检测,2025-10-10,宋霞,-121900,21.59,982600.0,本人,高管
SZ002860,星帅尔,2025-10-10,孙海,-20000,13.97,237700.0,本人,高管
SZ002394,联发股份,2025-10-10,孔令国,-138100,12.18,414300.0,本人,董事
SZ002271,东方雨虹,2025-10-10,李卫国,-2300000,12.22,484474100.0,本人,董事
SZ002210,飞马国际,2025-10-10,李佳纭,-3200,4.05,9600.0,本人,监事
SZ002097,山河智能,2025-10-10,朱建新,-30000,13.18,1590000.0,本人,高管
SZ001368,通达创智,2025-10-10,张靖国,-25000,24.43,607000.0,本人,高管
SH605378,野马电池,2025-10-10,陈科军,-2300,29.12,29397700.0,本人,董事、高级管理人员
SH605378,野马电池,2025-10-10,陈一军,-2300,29.13,29397700.0,本人,董事
SH605378,野马电池,2025-10-10,余谷峰,-2900,29.29,28797100.0,本人,董事、高级管理人员
SH603602,纵横通信,2025-10-10,叶建平,-45000,15.46,351000.0,本人,高级管理人员
SH603516,淳中科技,2025-10-10,王志涛,-12000,159.58,174845.0,本人,董事
SH603516,淳中科技,2025-10-10,张峻峰,-790000,165.62,17020120.0,本人,董事
SH603516,淳中科技,2025-10-10,何仕达,-171500,155.12,46510520.0,本人,董事
SH603486,科沃斯,2025-10-10,徐伟强,42000,0.0,127800.0,本人,高级管理人员
SH603238,诺邦股份,2025-10-10,任建永,-319000,19.54,957000.0,本人,董事
SH603225,新凤鸣,2025-10-10,许纪忠,-100100,16.31,12535976.0,本人,董事
SH603225,新凤鸣,2025-10-10,沈健彧,-51500,16.61,12811411.0,本人,董事
SH603225,新凤鸣,2025-10-10,杨剑飞,-50000,16.75,12269727.0,本人,董事
SH603207,小方制药,2025-10-10,蒋昶,500,33.58,500.0,本人,董事
SH603179,新泉股份,2025-10-10,唐志华,-4149000,76.97,49134460.0,本人,董事
SH603160,汇顶科技,2025-10-10,郭峰伟,5000,81.5,20000.0,本人,董事、高级管理人员
SH603160,汇顶科技,2025-10-10,王丽,2500,81.25,43308.0,本人,高级管理人员
SH603151,邦基科技,2025-10-10,王艾琴,20000,12.5,330100.0,本人,高级管理人员
SH603036,如通股份,2025-10-10,周晓峰,-20000,23.41,1277500.0,本人,高级管理人员
SH601665,齐鲁银行,2025-10-10,刘海潇,12500,5.75,12500.0,本人,高级管理人员
SH601311,骆驼股份,2025-10-10,刘科,-259400,11.03,27004067.0,本人,高级管理人员
SH600975,新五丰,2025-10-10,韩伟,-8458,0.0,142236.0,本人,高级管理人员
SH600975,新五丰,2025-10-10,邓付栋,-21146,0.0,355589.0,本人,高级管理人员
SH600975,新五丰,2025-10-10,胡为新,-20089,0.0,337809.0,本人,高级管理人员
SH600975,新五丰,2025-10-10,李锦林,-5287,0.0,88896.0,本人,高级管理人员
SH600975,新五丰,2025-10-10,万其见,-84584,0.0,1422356.0,本人,董事
SZ003026,中晶科技,2025-10-09,徐一俊,-74300,38.05,30661300.0,本人,董事、高管
SZ003008,开普检测,2025-10-09,宋霞,-19300,21.52,1104500.0,本人,高管
SZ002957,科瑞技术,2025-10-09,詹友仁,-3200,19.36,,本人,高管
SZ002645,华宏科技,2025-10-09,周世杰,-2805300,16.61,43726800.0,本人,董事、高管
SZ002362,汉王科技,2025-10-09,李志峰,-128300,24.92,384900.0,本人,董事、高管
SZ002312,川发龙蟒,2025-10-09,吕娴,-20000,10.84,155000.0,本人,高管
SZ002184,海得控制,2025-10-09,郭孟榕,-2694100,13.11,63089100.0,本人,董事、高管
SZ001368,通达创智,2025-10-09,张靖国,-14800,24.38,632000.0,本人,高管
SZ001360,南矿集团,2025-10-09,龚友良,-160000,16.18,27235500.0,本人,董事、高管
SZ001360,南矿集团,2025-10-09,刘敏,-126000,16.24,8113200.0,本人,董事、高管
SZ000048,京基智农,2025-10-09,顾彬,-10000,16.8,160000.0,本人,高管
SH605378,野马电池,2025-10-09,余谷峰,-600000,25.18,28800000.0,本人,董事、高级管理人员
SH605338,巴比食品,2025-10-09,苏爽,10000,22.62,92500.0,本人,高级管理人员
SH605296,神农集团,2025-10-09,顿灿,180000,17.35,310000.0,本人,董事
SH605296,神农集团,2025-10-09,蒋宏,130000,17.35,260000.0,本人,董事
SH605296,神农集团,2025-10-09,王萍,60000,17.35,92700.0,本人,董事
SH605296,神农集团,2025-10-09,森德敏,80000,17.35,108200.0,本人,董事
SH605296,神农集团,2025-10-09,张晓东,150000,17.35,238400.0,本人,董事
SH603516,淳中科技,2025-10-09,王志涛,-7000,156.73,186845.0,本人,董事
SH603516,淳中科技,2025-10-09,张峻峰,-20000,168.74,17810120.0,本人,董事
SH603516,淳中科技,2025-10-09,何仕达,-64200,160.47,46682020.0,本人,董事
SH603290,斯达半导,2025-10-09,汤艺,-18700,114.82,407500.0,本人,高级管理人员
SH603290,斯达半导,2025-10-09,戴志展,-17800,116.67,747686.0,本人,高级管理人员
SH603189,网达软件,2025-10-09,冯达,-13000,24.58,11099600.0,本人,董事
SH603179,新泉股份,2025-10-09,唐志华,-724000,75.57,53283460.0,本人,董事
SH603015,弘讯科技,2025-10-09,阴昆,-29000,12.44,171000.0,本人,董事
SH603015,弘讯科技,2025-10-09,郑琴,-14800,12.37,44400.0,本人,董事
SH603015,弘讯科技,2025-10-09,俞田龙,-19800,12.41,92500.0,本人,董事
SH601665,齐鲁银行,2025-10-09,张华,10000,5.67,296300.0,本人,董事、高级管理人员
SH601311,骆驼股份,2025-10-09,刘科,-250000,11.42,27263467.0,本人,高级管理人员
SH600489,中金黄金,2025-10-09,沈天路,1600,23.5,1600.0,,
SZ003008,开普检测,2025-09-30,宋霞,-71100,21.51,1123800.0,本人,高管
SZ002903,宇环数控,2025-09-30,易欣,-32000,22.5,147500.0,本人,董秘、高管
SZ002860,星帅尔,2025-09-30,孙海,-30000,13.94,257700.0,本人,高管
SZ002843,泰嘉股份,2025-09-30,杨乾勋,-45000,24.04,945000.0,本人,董事、高管
SZ002725,跃岭股份,2025-09-30,万士文,-30000,16.0,182200.0,本人,董事、高管
SZ002534,西子洁能,2025-09-30,王克飞,2900000,17.09,2900000.0,本人,董事
SZ002467,二六三,2025-09-30,孟雪霞,-11700,6.36,420000.0,本人,高管
SZ002335,科华数据,2025-09-30,陈四雄,-50000,72.02,1134900.0,本人,董事、高管
SZ002335,科华数据,2025-09-30,汤珊,-14500,72.19,160500.0,本人,高管
SZ002290,禾盛新材,2025-09-30,梁旭,-6700,40.67,168700.0,本人,董事
SZ002290,禾盛新材,2025-09-30,周万民,-20000,40.77,175000.0,本人,高管
SZ002290,禾盛新材,2025-09-30,吴亮,-25000,40.82,160000.0,本人,董事
SZ002210,飞马国际,2025-09-30,赵力宾,-503700,4.19,1511200.0,本人,董事
SZ001368,通达创智,2025-09-30,张靖国,-5200,24.35,646800.0,本人,高管
SZ001301,尚太科技,2025-09-30,齐仲辉,-100000,80.83,780000.0,本人,董事
SZ001301,尚太科技,2025-09-30,孙跃杰,-10000,83.5,680000.0,本人,监事
SZ000510,新金路,2025-09-30,张振亚,-57200,5.67,171600.0,本人,董秘
SZ000510,新金路,2025-09-30,冯少伟,-56700,5.65,170300.0,本人,高管
SH605333,沪光股份,2025-09-30,朱雪青,2700,37.57,2700.0,,
SH605319,无锡振华,2025-09-30,钱金祥,11701200,0.0,40954200.0,本人,董事
SH605319,无锡振华,2025-09-30,钱琴燕,40000,0.0,140000.0,本人,董事
SH605319,无锡振华,2025-09-30,钱犇,22370800,0.0,78297800.0,本人,董事
SH605319,无锡振华,2025-09-30,王洪涛,40000,0.0,140000.0,本人,董事
SH605319,无锡振华,2025-09-30,匡亮,60000,0.0,210000.0,本人,董事
SH605018,长华集团,2025-09-30,章培嘉,-60000,8.22,81000.0,本人,高级管理人员
SH605018,长华集团,2025-09-30,殷丽,-100000,8.22,135000.0,本人,董事、高级管理人员
SH605018,长华集团,2025-09-30,李增光,-60000,8.22,81000.0,本人,董事
SH605018,长华集团,2025-09-30,卢文军,-48000,8.22,28900.0,本人,高级管理人员
SH605018,长华集团,2025-09-30,于春雷,-8000,8.22,4800.0,本人,高级管理人员
SH603915,国茂股份,2025-09-30,徐彬,-970000,15.5,43830522.0,本人,董事、高级管理人员
SH603612,索通发展,2025-09-30,郎光辉,-1695747,26.78,77454022.0,本人,董事
SH603609,禾丰股份,2025-09-30,王凤久,-2990000,7.23,35974602.0,本人,监事
SH603602,纵横通信,2025-09-30,朱劲龙,-20000,14.96,78800.0,本人,高级管理人员
SH603590,康辰药业,2025-09-30,刘建华,-959000,48.09,49827760.0,本人,董事
SH603516,淳中科技,2025-09-30,张峻峰,-160000,168.81,17830120.0,本人,董事
SH603516,淳中科技,2025-09-30,何仕达,-143100,166.91,46746220.0,本人,董事
SH603267,鸿远电子,2025-09-30,郑红,-55000,58.35,65333760.0,本人,董事
SH603267,鸿远电子,2025-09-30,郑小丹,-95900,57.96,6290327.0,本人,董事
SH603189,网达软件,2025-09-30,冯达,-340000,23.3,11112600.0,本人,董事
SH603127,昭衍新药,2025-09-30,高大鹏,-6000,36.08,282746.0,本人,董事、高级管理人员
SH603127,昭衍新药,2025-09-30,顾静良,-66509,35.53,203292.0,本人,董事、高级管理人员
SH603127,昭衍新药,2025-09-30,李叶,-2000,35.5,100481.0,本人,监事
SH603127,昭衍新药,2025-09-30,孙云霞,-20000,36.0,2678907.0,本人,董事、高级管理人员
SH603112,华翔股份,2025-09-30,马毅光,-226889,14.88,680668.0,本人,监事
SH601916,浙商银行,2025-09-30,王超明,20000,2.98,105000.0,本人,高级管理人员
SH601916,浙商银行,2025-09-30,周伟新,20000,2.98,113000.0,本人,高级管理人员
SH601311,骆驼股份,2025-09-30,刘科,-400000,11.24,27513467.0,本人,高级管理人员
SH601077,渝农商行,2025-09-30,周国华,100,6.54,10100.0,本人,高级管理人员
SH600699,均胜电子,2025-09-30,蔡正欣,10000,35.01,10000.0,本人,董事
SZ003008,开普检测,2025-09-29,张冉,-8000,21.7,643000.0,本人,董秘、高管
SZ002947,恒铭达,2025-09-29,荆世平,-60600,47.4,60214200.0,本人,董事
SZ002947,恒铭达,2025-09-29,荆世平,-110700,43.0,60214200.0,本人,董事
SZ002915,中欣氟材,2025-09-29,陈寅镐,-300,26.75,16301100.0,本人,董事
SZ002843,泰嘉股份,2025-09-29,杨乾勋,-270000,23.09,990000.0,本人,董事、高管
SZ002645,华宏科技,2025-09-29,周世杰,-1000000,14.45,46532100.0,本人,董事、高管
SZ002583,海能达,2025-09-29,彭剑锋,-400,11.3,121300.0,本人,董事
SZ002455,百川股份,2025-09-29,郑铁江,-304000,6.59,67244300.0,本人,董事
SZ002335,科华数据,2025-09-29,汤珊,-15000,75.24,175000.0,本人,高管
SZ002335,科华数据,2025-09-29,林韬,-5000,74.54,59500.0,本人,董秘、高管
SZ002335,科华数据,2025-09-29,林清民,-500,74.5,120900.0,本人,高管
SZ002295,精艺股份,2025-09-29,王鹏飞,600,13.37,10600.0,,
SZ002290,禾盛新材,2025-09-29,梁旭,-13500,39.27,175500.0,本人,董事
SZ002210,飞马国际,2025-09-29,李敏,-81400,4.04,244500.0,本人,高管
SZ002210,飞马国际,2025-09-29,朱良意,-81400,4.03,244300.0,本人,高管
SZ002097,山河智能,2025-09-29,王剑,-50000,12.61,190000.0,本人,董秘
SZ001368,通达创智,2025-09-29,张靖国,-10000,24.3,652000.0,本人,高管
SZ001360,南矿集团,2025-09-29,龚友良,-7300,16.15,27395500.0,本人,董事、高管
SZ001301,尚太科技,2025-09-29,齐仲辉,-80000,76.33,880000.0,本人,董事
SZ001301,尚太科技,2025-09-29,孙跃杰,-110000,74.18,690000.0,本人,监事
SZ001216,华瓷股份,2025-09-29,廖甜,200000,13.86,200000.0,本人,董事
SH605188,国光连锁,2025-09-29,胡春香,-995000,15.67,9777034.0,本人,董事
SH603915,国茂股份,2025-09-29,徐彬,-1200000,15.18,44800522.0,本人,董事、高级管理人员
SH603690,至纯科技,2025-09-29,蒋渊,-1171700,27.54,80499708.0,本人,董事、高级管理人员
SH603612,索通发展,2025-09-29,郎光辉,-2041689,26.71,79149769.0,本人,董事
SH603602,纵横通信,2025-09-29,朱劲龙,-70000,15.04,310900.0,本人,董事
SH603590,康辰药业,2025-09-29,牛战旗,-15000,53.12,262500.0,本人,董事、高级管理人员
SH603516,淳中科技,2025-09-29,王志涛,-5000,164.87,193845.0,本人,董事
SH603516,淳中科技,2025-09-29,张峻峰,-610000,163.64,17990120.0,本人,董事
SH603516,淳中科技,2025-09-29,何仕达,-62200,157.14,46889320.0,本人,董事
SH603267,鸿远电子,2025-09-29,郑小丹,-50000,56.06,6386227.0,本人,董事
SH603161,科华控股,2025-09-29,陈洪民,-9734246,16.46,29202741.0,本人,董事
SH603161,科华控股,2025-09-29,陈小科,-1400294,16.46,4200882.0,本人,董事
SH603015,弘讯科技,2025-09-29,俞田龙,-5000,11.91,112300.0,本人,董事
SH603014,威高血净,2025-09-29,陈晓云,180000,19.77,180000.0,本人,董事、高级管理人员
SH603014,威高血净,2025-09-29,王霁,100000,19.77,100000.0,本人,高级管理人员
SH603014,威高血净,2025-09-29,王婷婷,180000,19.77,180000.0,本人,高级管理人员
SH603014,威高血净,2025-09-29,牟倡骏,180000,19.77,180000.0,本人,董事、高级管理人员
SH603014,威高血净,2025-09-29,张金刚,180000,19.77,180000.0,本人,高级管理人员
SH603014,威高血净,2025-09-29,张存明,180000,19.77,180000.0,本人,董事、高级管理人员
SH603014,威高血净,2025-09-29,宋修山,180000,19.77,180000.0,本人,董事
SH601916,浙商银行,2025-09-29,周伟新,40000,2.99,93000.0,本人,高级管理人员
SH601311,骆驼股份,2025-09-29,刘科,-283900,11.13,27913467.0,本人,高级管理人员
SH600078,澄星股份,2025-09-29,汪洋,600000,3.21,600000.0,本人,高级管理人员
SH600078,澄星股份,2025-09-29,江国林,800000,3.21,800000.0,本人,董事、高级管理人员
SH600078,澄星股份,2025-09-29,徐西瑞,600000,3.21,600000.0,本人,高级管理人员
SH600078,澄星股份,2025-09-29,刘晓光,1200000,3.21,1200000.0,本人,董事、高级管理人员
SZ002947,恒铭达,2025-09-26,荆京平,-18000,47.8,5799700.0,本人,董事、高管
SZ002929,润建股份,2025-09-26,许文杰,-16800,50.05,3245500.0,本人,董事、高管
SZ002811,郑中设计,2025-09-26,郭缘缘,5000,11.49,65700.0,本人,董事
SZ002725,跃岭股份,2025-09-26,万士文,-30700,15.79,212200.0,本人,董事、高管
SZ002725,跃岭股份,2025-09-26,万坤,-26600,15.79,79800.0,本人,高管
SZ002655,共达电声,2025-09-26,万景明,30000,13.56,30000.0,本人,董事
SZ002335,科华数据,2025-09-26,汤珊,-4000,74.55,190000.0,本人,高管
SZ002335,科华数据,2025-09-26,林韬,-14800,76.45,64500.0,本人,董秘、高管
SZ002335,科华数据,2025-09-26,崔剑,-7300,75.0,21900.0,本人,高管
SZ002271,东方雨虹,2025-09-26,李卫国,-300000,12.32,486774100.0,本人,董事
SZ002169,智光电气,2025-09-26,芮冬阳,-395600,8.05,9162200.0,本人,董事
SZ002102,能特科技,2025-09-26,梅平,100000,3.71,100000.0,本人,独立董事
SZ001360,南矿集团,2025-09-26,龚友良,-23200,15.91,27402800.0,本人,董事、高管
SZ001301,尚太科技,2025-09-26,王惠广,-43700,72.74,131200.0,本人,高管
SZ000567,海德股份,2025-09-26,曹体伦,47000,6.46,112800.0,本人,监事
SZ000048,京基智农,2025-09-26,顾彬,-10000,17.01,170000.0,本人,高管
SZ000048,京基智农,2025-09-26,蔡新平,-32500,17.01,187500.0,本人,董事、高管
SH605338,巴比食品,2025-09-26,苏爽,10000,22.92,82500.0,本人,高级管理人员
SH605155,西大门,2025-09-26,沈华锋,-60000,16.98,1126000.0,本人,董事、高级管理人员
SH605155,西大门,2025-09-26,周莉,-10000,16.26,266900.0,本人,董事
SH603985,恒润股份,2025-09-26,周洪亮,-172782,17.55,19083418.0,本人,董事、高级管理人员
SH603690,至纯科技,2025-09-26,蒋渊,-560400,29.07,81671408.0,本人,董事、高级管理人员
SH603612,索通发展,2025-09-26,郎光辉,-130664,25.93,81191458.0,本人,董事
SH603602,纵横通信,2025-09-26,朱劲龙,-6900,15.03,380900.0,本人,高级管理人员
SH603590,康辰药业,2025-09-26,牛战旗,-12400,52.72,277500.0,本人,董事、高级管理人员
SH603516,淳中科技,2025-09-26,王志涛,-2000,166.21,198845.0,本人,董事
SH603516,淳中科技,2025-09-26,何仕达,-105000,163.67,46951520.0,本人,董事
SH603516,淳中科技,2025-09-26,付国义,-10000,167.98,340000.0,本人,董事
SH603296,华勤技术,2025-09-26,王志刚,8000,39.96,38000.0,本人,高级管理人员
SH603296,华勤技术,2025-09-26,李玉桃,19000,39.96,25000.0,本人,高级管理人员
SH603290,斯达半导,2025-09-26,汤艺,-4000,114.16,426200.0,本人,高级管理人员
SH603290,斯达半导,2025-09-26,戴志展,-4600,112.95,765486.0,本人,高级管理人员
SH603232,格尔软件,2025-09-26,范峰,-52600,14.8,457883.0,本人,高级管理人员
SH603232,格尔软件,2025-09-26,叶枫,-390000,14.66,1513849.0,本人,董事、高级管理人员
SH603225,新凤鸣,2025-09-26,许纪忠,-254000,16.53,12636076.0,本人,董事
SH603225,新凤鸣,2025-09-26,沈健彧,-190000,16.63,12862911.0,本人,董事
SH603225,新凤鸣,2025-09-26,杨剑飞,-300000,16.5,12319727.0,本人,董事
SH603151,邦基科技,2025-09-26,张洪超,40000,12.5,40000.0,本人,高级管理人员
SH603112,华翔股份,2025-09-26,陆海星,-196300,14.53,589271.0,本人,董事
SH603112,华翔股份,2025-09-26,郭永智,-228884,14.53,686652.0,本人,董事
SH603112,华翔股份,2025-09-26,张敏,-341891,14.53,1025674.0,本人,董事
SH603040,新坐标,2025-09-26,胡欣,-10000,92.42,2815000.0,本人,董事、高级管理人员
SH603040,新坐标,2025-09-26,姚国兴,-120500,89.87,1176975.0,本人,董事、高级管理人员
SH603015,弘讯科技,2025-09-26,俞田龙,-6000,11.94,117300.0,本人,董事
SH603002,宏昌电子,2025-09-26,萧志仁,-100000,7.78,305000.0,本人,高级管理人员
SH601916,浙商银行,2025-09-26,骆峰,100000,3.01,909290.0,本人,高级管理人员
SH601916,浙商银行,2025-09-26,周伟新,20000,2.99,53000.0,本人,高级管理人员
SH601311,骆驼股份,2025-09-26,刘科,-252000,10.98,28197367.0,本人,高级管理人员
SH601212,白银有色,2025-09-26,杨鼎新,10000,3.98,10000.0,本人,董事
SH600699,均胜电子,2025-09-26,周兴宥,10000,34.69,10000.0,本人,董事
SZ003008,开普检测,2025-09-25,张冉,-1500,21.77,651000.0,本人,董秘、高管
SZ002947,恒铭达,2025-09-25,荆京平,-21500,49.05,5817700.0,本人,董事、高管
SZ002929,润建股份,2025-09-25,许文杰,-2200,52.54,3262300.0,本人,董事、高管
SZ002915,中欣氟材,2025-09-25,陈寅镐,-85000,24.13,16301400.0,本人,董事
SZ002471,中超控股,2025-09-25,李川冰,-10000,5.42,650000.0,本人,高管
SZ002471,中超控股,2025-09-25,徐霄,-25000,5.42,675000.0,本人,高管
SZ002351,漫步者,2025-09-25,王晓红,-103100,13.75,25531800.0,本人,董事
SZ002335,科华数据,2025-09-25,陈四雄,-328300,75.55,1184900.0,本人,董事、高管
SZ002335,科华数据,2025-09-25,汤珊,-15000,77.1,194000.0,本人,高管
SZ002290,禾盛新材,2025-09-25,梁旭,-3000,40.2,189000.0,本人,董事
SZ002271,东方雨虹,2025-09-25,李卫国,-1070000,12.26,487074100.0,本人,董事
SZ002169,智光电气,2025-09-25,芮冬阳,-200000,7.9,9557800.0,本人,董事
SZ001360,南矿集团,2025-09-25,龚友良,-43200,15.9,27426000.0,本人,董事、高管
SZ001211,双枪科技,2025-09-25,李朝珍,-24700,27.43,921400.0,本人,董事、高管
SZ000510,新金路,2025-09-25,吴洋,-24100,5.5,162300.0,本人,董事、高管
SZ000048,京基智农,2025-09-25,顾彬,-10000,17.0,180000.0,本人,高管
SZ000048,京基智农,2025-09-25,吴志君,-125000,16.9,375000.0,本人,董事、高管
SH605338,巴比食品,2025-09-25,苏爽,10000,23.18,72500.0,本人,高级管理人员
SH605180,华生科技,2025-09-25,范跃锋,-98200,14.82,294983.0,本人,董事
SH605155,西大门,2025-09-25,沈华锋,-4000,15.77,1186000.0,本人,董事、高级管理人员
SH605155,西大门,2025-09-25,周莉,-1000,16.2,276900.0,本人,高级管理人员
SH605060,联德股份,2025-09-25,潘连彬,30000,9.92,30000.0,本人,高级管理人员
SH605060,联德股份,2025-09-25,杨晓玉,30000,9.92,30000.0,本人,高级管理人员
SH605060,联德股份,2025-09-25,张涛,15000,9.92,15000.0,本人,董事
SH605060,联德股份,2025-09-25,周贵福,50000,9.92,50000.0,本人,董事、高级管理人员
SH603985,恒润股份,2025-09-25,周洪亮,-447800,17.43,19256200.0,本人,董事、高级管理人员
SH603690,至纯科技,2025-09-25,蒋渊,-4267840,28.44,82231808.0,本人,董事、高级管理人员
SH603568,伟明环保,2025-09-25,章小建,-1000000,17.25,10164501.0,本人,高级管理人员
SH603568,伟明环保,2025-09-25,朱善玉,-286200,17.25,48686983.0,本人,董事
SH603516,淳中科技,2025-09-25,张峻峰,-63800,161.07,18600120.0,本人,董事
SH603516,淳中科技,2025-09-25,何仕达,-59100,162.17,47056520.0,本人,董事
SH603486,科沃斯,2025-09-25,李雁,84000,0.0,392051.0,本人,董事
SH603444,吉比特,2025-09-25,陈拓琳,-7400,658.68,8086225.0,本人,董事
SH603390,通达电气,2025-09-25,何俊华,-50000,13.09,1334720.0,本人,董事
SH603290,斯达半导,2025-09-25,汤艺,-3000,114.04,430200.0,本人,高级管理人员
SH603258,电魂网络,2025-09-25,胡建平,-230000,19.06,18687900.0,本人,董事、高级管理人员
SH603189,网达软件,2025-09-25,冯达,-34000,23.01,11452600.0,本人,董事
SH603040,新坐标,2025-09-25,胡欣,-120000,84.78,2825000.0,本人,董事、高级管理人员
SH603015,弘讯科技,2025-09-25,阴昆,-4500,12.18,200000.0,本人,董事
